Sl No,Date,URL,Review_Title,Author,Rating,Review_text,Review_helpful
5771,on 19 October 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=1,One Star,balakrishnan,1.0 out of 5 stars,Heavy Sounds and not properly work,|Was this review helpful to you?YesNo
5772,on 14 October 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Five Stars,Udayakumar K,5.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
5773,on 11 October 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,One Star,Amazon Customer,1.0 out of 5 stars,Stopped working after 15days.,|Was this review helpful to you?YesNo
5774,on 9 October 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Five Stars,Vijaychaitanya tipparthi,5.0 out of 5 stars,Nice,|Was this review helpful to you?YesNo
5775,on 8 October 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Five Stars,Amazon Customer,5.0 out of 5 stars,Superb product.,|Was this review helpful to you?YesNo
5776,on 28 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Two Stars,Amazon Customer,2.0 out of 5 stars,Very bad product by prestige. Produce lots of noise,|Was this review helpful to you?YesNo
5777,on 28 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Four Stars,Amazon Customer,4.0 out of 5 stars,good,|Was this review helpful to you?YesNo
5778,on 27 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Five Stars,Bhanvadiya Dhaval vallabhbhai,5.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
5779,on 22 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Five Stars,Jones A.,5.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
5780,on 18 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Five Stars,gopakumar,5.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
5781,on 14 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=2,Four Stars,Shayan Banerjee,4.0 out of 5 stars,OK,|Was this review helpful to you?YesNo
5782,on 12 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,Must buy in this range,SUDIPTA KUMAR BISWAS,5.0 out of 5 stars,Nice product... Working good,|Was this review helpful to you?YesNo
5783,on 10 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,Four Stars,Amazon Customer,4.0 out of 5 stars,Good product ?,|Was this review helpful to you?YesNo
5784,on 8 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,One Star,Abhishek kumar,1.0 out of 5 stars,bht kharaab,|Was this review helpful to you?YesNo
5785,on 8 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,One Star,Amazon Customer,1.0 out of 5 stars,It's not good...doesn't takes load of even 250gms,|Was this review helpful to you?YesNo
5786,on 4 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,One Star,Darshan KL,1.0 out of 5 stars,Jar is damaged..,|Was this review helpful to you?YesNo
5787,on 4 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,Five Stars,RK,5.0 out of 5 stars,It is a good product. It is working in our kitchen without any problem.,|Was this review helpful to you?YesNo
5788,on 2 September 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,One Star,Ankita B.,1.0 out of 5 stars,The blade quality is very bad,|Was this review helpful to you?YesNo
5789,on 27 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,Four Stars,Nishan Ebenezer,4.0 out of 5 stars,good,|Was this review helpful to you?YesNo
5790,on 23 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,Five Stars,Nirmal Singha,5.0 out of 5 stars,NICE PRODUCT,|Was this review helpful to you?YesNo
5791,on 17 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=3,Four Stars,kumar,4.0 out of 5 stars,b,|Was this review helpful to you?YesNo
5792,on 16 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Five Stars,Amazon Customer,5.0 out of 5 stars,Very good,|Was this review helpful to you?YesNo
5793,on 14 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Poor quality,Raghavendra Boya,1.0 out of 5 stars,The jar quality is not good. Second jar already completely damaged..,|Was this review helpful to you?YesNo
5794,on 13 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,prestige hero,shyam,5.0 out of 5 stars,prestige mixer works well for years just go for it without any doubts.,|Was this review helpful to you?YesNo
5795,on 12 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,not working how to contact customer carefor this issue,Amazon Customer,1.0 out of 5 stars,not workinghow to contact customer carefor this issue,|Was this review helpful to you?YesNo
5796,on 5 August 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,One Star,Akhil K. Shetty,1.0 out of 5 stars,Not much to talk about. A bit noisy. And nothing fail safe about the coupler as claimed,|Was this review helpful to you?YesNo
5797,on 30 July 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Two Stars,RATIKANTA P.,2.0 out of 5 stars,my grinder is damage in 8 months.,|Was this review helpful to you?YesNo
5798,on 17 July 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Loved it,Amazon Customer,5.0 out of 5 stars,Super....,|Was this review helpful to you?YesNo
5799,on 16 July 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Three Stars,Kunu,3.0 out of 5 stars,"Gifted someone, she got frequent complaints, I regret.",|Was this review helpful to you?YesNo
5800,on 11 July 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Five Stars,R,5.0 out of 5 stars,Good mixer grinder for that rate,|Was this review helpful to you?YesNo
5801,on 11 July 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=4,Very worst and got repaired within 8 months itself and I ...,Amazon Customer,1.0 out of 5 stars,Very worst and got repaired within 8 months itself and I have never used this product continuously still got repaired. Service is also very bad and I will suggest not to buy.,|Was this review helpful to you?YesNo
5802,on 26 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Three Stars,Amazon Customer,3.0 out of 5 stars,Nice,|Was this review helpful to you?YesNo
5803,on 22 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Four Stars,Amazon Customer,4.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
5804,on 17 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Nice product,wasae2020,5.0 out of 5 stars,Nice product going good and nice quality,|Was this review helpful to you?YesNo
5805,on 17 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,hate this,Amazon Customer,1.0 out of 5 stars,My mom is still using 8 years oly mixer ....thus 1 got spoiled for a month..hate this product,|Was this review helpful to you?YesNo
5806,on 14 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Five Stars,Amazon Customer,5.0 out of 5 stars,Good looking and performance,|Was this review helpful to you?YesNo
5807,on 14 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,One Star,Amazon Customer,1.0 out of 5 stars,Waste Product,|Was this review helpful to you?YesNo
5808,on 9 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Good one,prodip palit,5.0 out of 5 stars,It is very good quality.,|Was this review helpful to you?YesNo
5809,on 5 June 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Worthless!!!!!!,Amazon Customer,1.0 out of 5 stars,"Worst grinder ever experienced till now .I'd love to switch over Philips grinder ,way better than prestige.",|Was this review helpful to you?YesNo
5810,on 29 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Five Stars,Amazon Customer,5.0 out of 5 stars,Gud one go ahead with this,|Was this review helpful to you?YesNo
5811,on 29 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=5,Excellent,Raushan,5.0 out of 5 stars,The grinder is excellent. working well.noise most.but i like it.good.make some offer.,|Was this review helpful to you?YesNo
5812,on 27 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Quality was very low,Amazon Customer,1.0 out of 5 stars,"Its not worth, Don't buy this product, parts are very low quality",|Was this review helpful to you?YesNo
5813,on 22 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Five Stars,Apir dupak,5.0 out of 5 stars,Nice product,|Was this review helpful to you?YesNo
5814,on 19 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Five Stars,RANJAN KUMAR P,5.0 out of 5 stars,It's very good product.,|Was this review helpful to you?YesNo
5815,on 17 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Four Stars,Amazon Customer,4.0 out of 5 stars,good,|Was this review helpful to you?YesNo
5816,on 16 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Five Stars,mukunda patra,5.0 out of 5 stars,Good,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
5817,on 13 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Worth for money awesome,Pavan Ishwar,5.0 out of 5 stars,It's more than a year awesome product still no issues. Looks good worth for money. Awesome product. delivered on time,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
5818,on 5 May 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,One Star,Amazon Customer,1.0 out of 5 stars,Highly sounded mixer,|Was this review helpful to you?YesNo
5819,on 28 April 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,so far so good..,R Customer,3.0 out of 5 stars,working okay as of now... Need to check the quality with continuous usage.,|Was this review helpful to you?YesNo
5820,on 25 April 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Four Stars,Amazon Customer,4.0 out of 5 stars,good as expected,|Was this review helpful to you?YesNo
5821,on 23 April 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=6,Three Stars,Amazon Customer,3.0 out of 5 stars,It only lasted for 4 month,|Was this review helpful to you?YesNo
5822,on 21 April 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=7,King of mixers,Amazon Customer,4.0 out of 5 stars,"Very nice mixer! When we churn the  food in this mixer,food easily  churn as well as it also save our time. This mixer is perfect for kitchen . Everyone should by this.",|Was this review helpful to you?YesNo
5823,on 17 April 2017,https://www.amazon.in/Prestige-Hero-550-Watt-Mixer-Grinder/product-reviews/B00NW4TC6Y/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=7,Five Stars,Amazon Customer,5.0 out of 5 stars,Good and genuine product,|Was this review helpful to you?YesNo
